tconst,originalTitle,year,genres,Rating,director,plot
tt11910526,New Providence,2021,Sport,5.5,Thor Moreno,Two young women accidentally bring back the Sanderson Sisters to modern day Salem and must figure out how to stop the child-hungry witches from wreaking havoc on the world.
tt11912032,Black Dog,2023,Drama,7.9,George Jaques,"Sandra is a very loving and caring sister to her sister Elsa. The story begins when Elsa wants to audition for film stars but doesn't pass, because Elsa's acting is not impressive."
tt11912692,Backstage,2021,"Drama,Family,Musical",7.2,Guntur Soeharjanto,"Two teenage boys from very different London backgrounds embark on a road trip North together. As they start to open up about their pasts, the boys learn they have far more in common than they first thought."
tt11915042,18 Pages,2022,Romance,7.1,Palnati Surya Pratap,"Nandini, a young woman who loves living an orthodox life without being bound to technology uses a diary to keep track of her life. But, when her diary is lost, Sidhu finds it. Drawn to the person he reads about, he sets out to find her."
tt11915062,Chicken Strips: The Trials and Tribulations of Becoming a Garage Band,2022,"Comedy,Music,Romance",8.5,Colin Taylor,Three eighteen-year-old friends journey from North to South London to celebrate New Year's Eve at the turn of the millennium.
tt11915184,He Helped Me: A Fan Film from the Book of Saw,2021,"Drama,Horror,Mystery",7.9,"Sandeep Chaudhari, Tom Coyne, Quinton Tyler, Brian Washington","When childhood best friends, Kyle, Steven, and Ruben are forced to perform in a music festival, conflicting priorities and visitors from the boys' past push their friendship to the breaking point."
tt11916334,The Mojo Manifesto: The Life and Times of Mojo Nixon,2022,"Biography,Comedy,Documentary",7.5,Matt Eskey,Plot not available
tt11918288,Pirates,2021,Comedy,5.6,Reggie Yates,"On a bicycle trip across the country, a young Neill Kirby McMillan Jr. experiences The Mojo Revelation. After teaming up with the enigmatic Skid Roper, he unexpectedly finds mainstream success but makes a decision that could jeopardize his career."
tt11918346,Vesuvio or: How They Learned to Live Between Volcanoes,2021,Documentary,6.9,Giovanni Troilo,The many survivors of Jigsaw's deadly games are featured in a documentary-style unauthorized fan film where their gratitude or hatred for John Kramer's methods is explored.
tt11920630,Confession,2022,"Crime,Mystery,Thriller",6.0,Dayna Hanson,Plot not available
tt11921114,Freedom of NC,2022,"Drama,History,Musical",7.4,James Jones Jr.,14 yr old Sarah Jones (Vinetrice Reynolds) Portrays the daily struggles of a little slave girl until she sees the light!. Sarah will be compared to all the greatest female abolitionists of our time!
tt11921252,Trees - A Planetary Treasure,2021,Documentary,9.0,Marvin Williams,"An up-and-coming district attorney takes on the case of a young woman who has accused three men of sexual assault. She puts her career on the line in order to uncover a deeper web of mystery, murder and deception."
tt11923304,Tokyo Revengers,2021,"Action,Crime,Drama",6.5,Tsutomu Hanabusa,"When a crime reporter's daughter goes missing and the police reach a dead end, he resorts to using lucid dreams to track her down with the help of his wife, a scientist."
tt11924002,Rewind,2021,"Action,Drama",5.9,Thej,"A middle-aged loser travels in time to his school years, and, in order to save the love of his life from future doom, he must become the leader of a dreaded school gang."
tt11924028,Aghori,2023,Drama,8.1,D.S. Rajkumar,"A man registers a complaint in the police station claiming that his shadow is missing. As the police begin working on the baffling case, he drops a hint on an accident that could have been a murder."
tt11924122,Ananya,2022,Drama,7.4,"Pratap Phad, Amol Bhor",Five filmmakers who embark on a script writing session end up in a haunted house . The spirit in the house gives them various difficult tasks to perform and if not completed will end up dying . Will they outsmart the evil spirit?
tt11924162,Raani,2021,"Drama,Thriller",8.2,Raghavendra Kathare,"The bestselling author of The Drama of the Gifted Child and a celebrated advocate of children's rights, Dr. Alice Miller was one of the world's most famous psychotherapists. Upon death in 2010, her son Martin began to tell his own story."
tt11924260,Mangalavara Rajaadina,2021,Drama,5.5,Yuvin,"A story of a girl who has a happy childhood but circumstances trap her into prostitution. How her life changes to prostitution and what helps here get out of it, is the story of this film."
tt11924374,Shadow,2021,Drama,5.5,Ravi Gowda,"The Story revolving around the life of a kind and sweet girl living with her family and her life get into trouble after an incident- but she overcomes the odds and difficulties with her will and fate, leading to consequences."
tt11924796,Who's Afraid of Alice Miller?,2021,Documentary,7.6,Daniel Howald,"Kumara is a barber, who works with his father and runs a shop. Their lower middle-class existence is filled with loans and ideals. But Kumara has a lofty dream to style Kichcha Sudeep's hair."
tt11930652,Lipstick on the Glass,2024,"Crime,Drama,Horror",5.4,Kuba Czekaj,"Trashy, chic reality: Woman enticed by an enigmatic and seductive individual dumps her gangster husband and daughter for a feminist sect's dark embrace. Sizzling, campy, and naughty."
tt11932678,Southern Gospel,2023,"Biography,Drama,Music",5.7,Jeffrey A. Smith,"When a rock n roll star's life comes crashing down, he must fight his past demons to realize his childhood ambition of becoming a preacher."
tt11934504,It's Alright Now,2023,Drama,6.8,Karee Von,'It's Alright Now' tells the story of how a childhood accident in 1968 changes the lives of three kids forever and creates an inseparable bond.
tt11934846,Badhaai Do,2022,"Crime,Drama",7.0,Harshavardhan Kulkarni,Shardul Thakur Flaglot and Suman Singh enter into a marriage of convenience but chaos ensues when her unhinged girlfriend comes to stay with them.
tt11936782,Geez & Ann,2021,"Drama,Romance",5.1,Rizki Balki,They first met at an alumni event. The first meeting was very memorable for the dreamer Ann and the mysterious Geez.
tt11941288,Neerphool,2023,Drama,6.4,Phulman Bal,"The stories of the resident's lives in one of the oldest and largest institutes in the United States, verses how it is now in the community, as told by the people that lived, worked and loved the place hundreds of thousands called home."
tt1194153,Pennhurst,2023,Documentary,6.9,Jodie Alexandra Taylor,"75 years Jaladhar Sen faces emotional trauma with the plan to celebrate the old couple's marriage day minimally. Sen plans for a foreign trip and comes across Tonic, the travel agent."
tt11941700,Tonic,2021,"Comedy,Drama,Music",7.6,Avijit Sen,"Suffering from isolation after a failed suicide attempt, April Egloff is on an existential journey to find a higher reason to live."
tt11946138,Rebel,2022,"Action,Drama,Thriller",7.4,"Adil El Arbi, Bilall Fallah",A portrayal of a family torn apart over a little Muslim boy's future.
tt11946304,That Abandoned Place,2021,Drama,7.4,Gigi Hozimah,"A young woman's cultural immersion program in Taiwan turns out to be a liberating free-for-all known as ""Loveboat"" where unexpected romance leads her to question her future."
tt11947100,Love in Taipei,2023,"Comedy,Romance",5.8,Arvin Chen,"After a young girl ends up dead under shady circumstances, her father and boyfriend along with their ragtag South Philly barfly buddies ignite a dangerous street war with a mysterious drug dealer who might be the culprit."
tt11947216,Open,2021,"Drama,Romance,Sport",6.1,Jack Eve,"Sophie Hagan, a retired nurse, turned her home into a Transitions Shelter. The lives of a terminally ill woman, an alcoholic magician, a PTSD veteran, a young drug addict and a grieving mother are explored in the 'Cottonwood' residence."
tt11948256,Lift,2021,"Drama,Horror,Mystery",6.5,Vineeth Varaprasad,A former professional golfer attempts to qualify for The Open Championship having taken a break from the game due to experiencing a trauma. On his comeback he meets a woman who is recovering from a trauma of her own. The peace and beauty of the golf course provides them with the platform they need to form an unbreakable bond.
tt11948754,Not for Nothing,2022,"Crime,Drama,Thriller",8.8,"Tim Dowlin, Frank Tartaglia",Plot not available
tt11950404,Sophie's Rules,2023,"Comedy,Drama",6.9,"Maritza Brikisak, Christina Tsialtas",A usual working day turns unusual for Guru and Harini when they get trapped in their haunted office. A patterned game unlocks a mystery and a lift is their only way out.
tt11951276,The Other Zoey,2023,"Comedy,Drama,Romance",5.9,Sara Zandieh,"Zoey Miller, a super smart computer nerd who is uninterested in romantic love, has her life turned upside down when Zack, the school's soccer star, gets amnesia and mistakes Zoey for his girlfriend."
tt11951814,Never Seen Again,2021,"Crime,Drama",6.5,Devin K. Hansen,"Two innocent women become the primary victims of kidnapper and psychopath Chris Matthews. For almost two months, he holds them captive in a small outdoor shed and his home. Hidden from out of plain sight, family, friends, and the FBI, continue an ongoing search as the two women rely on each other to stay alive and escape their abusive captor."
tt11952068,Witch,2021,"Horror,Mystery,Thriller",8.8,,"After a botched attempt to seduce her English teacher, 16-year-old Alex runs away from boarding school to seek out the biological father her mother always kept hidden and learn the dark secret of her roots."
tt11952084,Who Are You People,2023,"Drama,Mystery",5.3,Ben Epstein,Legend becomes reality when a woman returns from the dead to exact her revenge on her executioners 200 years after being unjustly put to death as a witch.
tt11952606,Easter Sunday,2022,Comedy,5.3,Jay Chandrasekhar,"Soriya goes back to Cambodia in a quest to find herself after her mother's death, there she finds a family she has never known and an old building full of dark secrets."
tt11952626,Tenement,2024,"Drama,Horror,Thriller",5.4,"Sokyou Chea, Inrasothythep Neth","Set around a family gathering to celebrate Easter Sunday, the comedy is based on Jo Koy's life experiences and stand-up comedy."
tt11952710,Soulmate,2023,"Romance,Thriller",7.5,Pawan Shharma,A Team of detectives are tracking down a serial killer whose methods are unlike anything law enforcement has ever seen.
tt11952722,The Star City Murders,2024,"Adventure,Crime,Mystery",6.5,Giles Andrews,"A story of obsession, jealousy, and black magic as Ada risks everything to keep her 'soulmate' by her side."
tt11953032,Beautiful Billo,2022,Comedy,5.2,"Amrit Raj Chadha, Santosh Subhash Thite, Waseem Ahmed","Two friends, Mirek and Vilém, grow weed for a living and get an offer they can't refuse. Sell all their weed supplies in one night. But when they strike a deal with a dangerous Bulgarian and his right-hand man, they discover that their grow room has been robbed. They have a few hours to save not only the deal of the year, but also their own little fingers. Two old-sch... Read all"
tt11953228,Ubal a zmiz,2021,"Comedy,Crime",5.4,Adam Hobzik,"In this ZEE5 original film, a pregnant Billo is secretly staying at Navi's empty house in the UK. Hilarity and chaos ensue when the newly-wed Navi and Sonika shift there too."
tt11956314,NYC Dreams,2022,"Drama,Music,Romance",7.0,"J. Arcane, Paul Erskine",A talented but struggling dancer in New York City uses his daydreams to escape and find love.
tt11957322,Observer,2022,Horror,5.8,Stephen Sander,An Alien Force Came To Conquer - They Had No Idea This Bunch Was In Town.
tt11957526,The Unbreakable Bunch,2023,Action,8.3,,A group of demons lay claim to a troubled youth while a good natured spirit fights to defend her.
tt11960634,Me Vasantrao,2021,Biography,9.1,Nipun Dharmadhikari,"Vasantrao is the biography of the classical Hindustani nonconformist Vasantrao Deshpande. Born in a village in Vidarbha, Maharashtra and then raised unaided by his mother in Nagpur, Vasantrao's life is a canvas of exciting events. Events that shaped his life and, ultimately, his music. It includes his unique friendship with P.L. Deshpande and Begum Akhtar, life in Ind... Read all"
tt11961962,Peter Case: A Million Miles Away,2023,"Biography,Documentary,Music",8.1,Fred Parnes,"""Queen's King,"" tells the unlikely love story of an odd Afro-Haitian couple Ram and Nefe in Florida. Their journey begins when Nefe (Geegee Rock) defies her Christian beliefs to pursue a crush on Ram (Mecca ""Grimo"") an aspiring rap artist."
tt11962042,Queen's King,2023,Drama,8.7,Luner Eugene,Walk a million miles in the shoes of one of America's last great troubadours.
tt11963006,Relative,2022,"Comedy,Drama,Romance",7.3,Michael Glover Smith,"Follows the Pixar's SparkShorts filmmaking process, specifically on the processes of Corbin and Gonzales, offering an intimate look as they bring their personal visions to the screen."
tt11963126,A Spark Story,2021,"Animation,Documentary",6.3,"Leanne Dare, Jason Sterman","As various members of the Frank family come together for a college graduation party in Chicago, they find their bonds being tested, and strengthened, in surprising ways."
tt11973834,The Art of Incarceration,2021,Documentary,8.0,Alex Siddons,"Seen through the eyes of Indigenous prisoners at Victoria's Fulham Correctional Centre, The Art of Incarceration explores how art and culture can empower First Nations people to transcend their unjust cycles of imprisonment."
tt11976108,Danny 45,2022,"Crime,Drama",8.9,Gilbert de la Rosa,Based on the real-life story of an inmate who became the underground boss of the Dominican Republic's most dangerous prison.
tt11976532,Vengeance,2022,"Comedy,Music,Mystery",6.8,B.J. Novak,"Tortured by his inability to feel emotional or physical pain, a man finds murder to be his only respite - until he meets a lonely woman whose compassion awakens something inside."
tt11980890,Parris Jeyaraj,2021,Drama,5.8,K. Johnson,A writer from New York City attempts to solve the murder of a girl he hooked up with and travels down south to investigate the circumstances of her death and discover what happened to her.
tt11985484,Killer of Men,2022,Thriller,6.7,Tzvi,A Tamil folk singer's love life takes cruel twists of fate because if his lawyer father and his secret extra marital relations.
tt11987082,Paagal,2021,"Comedy,Romance",5.6,Naresh Kuppili,"Prem is one kind of a guy ,who loves any girl just out of attraction rather than love. But only until finds his true love and facing challenges it brings to keep it successful."
tt11987258,Neon Spring,2022,Drama,5.8,Matiss Kaza,"As her family is falling apart, twenty-year-old Laine gets introduced to Riga's underground raves where she experiences love and slowly begins to lose connection with reality."
tt11989466,Juju Stories,2021,"Drama,Fantasy,Horror",5.4,"Abba Makama, C.J. 'Fiery' Obasi, Michael Omonua","A three-part anthology film exploring juju (magical) stories rooted in Nigerian folklore and urban legend, written and directed by the Nigerian new wave cinema collective known as Surreal16."
tt11991748,Rurôni Kenshin: Sai shûshô - The Beginning,2021,"Action,Adventure,Drama",7.4,Keishi Otomo,"Looking for a new home, the Ogglies end up in the beautiful, peaceful village of Smelliville. Unfortunately, Smelliville has a stinky problem: The local garbage dump is spoiling the place. Something must be done."
tt11992694,Corsage,2022,"Biography,Drama,History",6.6,Marie Kreutzer,"A fictional account of one year in the life of Empress Elisabeth Of Austria. On Christmas Eve 1877, Elisabeth, once idolized for her beauty, turns 40 and is officially deemed an old woman; she starts trying to maintain her public image."
tt11992904,Smelliville,2021,"Adventure,Animation,Family",5.1,"Toby Genkel, Jens Møller","Before becoming a protector, Kenshin is a fearsome assassin known as Battosai, but his story changes when he meets the gentle Tomoe Yukishiro."
tt11993020,Maati Pehchaan,2022,Drama,9.1,Ajay Berry,"Maati Pehchaan is a film set in a time when migration has become a serious issue for the people belonging to the mountains. It deals with the complex issues of identity, community, language and love in a small village of Uttarakhand."
tt11995448,Axe2Grind,2024,Thriller,6.8,Stormy Daniels,"Debbie Wilkins, released from psychiatric hospital after murdering on set, reunites with accomplice Norman Poindexter to continue their killing spree, driven by unresolved vendettas and twisted motives."
tt11996588,Stupid for You,2021,"Drama,Music,Romance",7.3,Jude Klassen,Follows the story of a love sick teen who reunites her mother's dysfunctional band to win over a punk rock fan girl.
tt11999602,Actual People,2021,Drama,6.2,Kit Zauhar,"A woman faces many hardships in her life, but ultimately finds extraordinary strength and hope in the unbreakable bonds of sisterhood."
tt12001718,Ramrajya,2022,Drama,8.2,Nitesh Rai,"A girl in her final week of college goes to great lengths to win the affections of a boy from her home town of Philadelphia and ends up having to confront her escalating anxieties about her love life, family and future."
tt1200263,The Color Purple,2023,"Drama,Musical",6.8,Blitz Bazawule,"Ram Rajya is a film shows how Lord Rama's principles can be used in order to solve new age problems like corruption, caste discrimination, religious conflicts etc."
tt12003034,Silver Carnation,2021,Drama,8.0,Roy Sartipi,"Fereydoun Farrokhzad was an iconic figure who captured the heart and soul of millions worldwide. We take great care and pride in telling his story to those who knew him, and to those who will come to know him."
tt12003946,Violent Night,2022,"Action,Comedy,Thriller",6.7,Tommy Wirkola,"When an elite team of mercenaries breaks into a family compound on Christmas Eve, a disgruntled Santa Claus must take them out to save both the hostages and his Holiday."
tt12004038,Watcher,2022,"Drama,Horror,Thriller",6.3,Chloe Okuno,"A young American woman moves with her husband to Bucharest, and begins to suspect that a stranger who watches her from an apartment window may be a serial killer."
tt12004238,Altered Reality,2024,Thriller,6.4,Don E. FauntLeRoy,"Oliver's life transforms when gifted a not-yet-existing miracle drug. Riches, unscrupulous pacts, and morphing of past and present create this 'Altered Reality, ' a gripping tale of redemption and choices."
tt12007484,Fate Grand Order: The Grand Temple of Time,2021,"Action,Animation,Drama",6.7,"Toshifumi Akai, Nobutaka Yoda","The Chaldea Organization must deal with the Grand Temple of Solomon, the King of Magic, which has come to destroy the world."
tt12017738,Three Minutes: A Lengthening,2021,"Documentary,History,War",7.3,Bianca Stigter,"A snippet of 16mm film offers an emotionally charged, meditative glimpse into the lives of the unsuspecting Jewish citizens of a small Polish village at the precipice of World War II."
tt12021096,Kabaad- The Coin,2021,Drama,6.7,"Divansha Agarwal, Varadraj Swami","The story of Kabaad the Coin begins with a boy named Bandhan living in a slum area of Mumbai. One day, working at the junk Bandhan gets five hundred years old Ram Siya precious gold coins from the era of Emperor Akbar. He is filled with self-confidence. Meanwhile, Bandhan falls in love with Roma, a high society girl, and Bandhan expresses his love by giving a gold coi... Read all"
tt12023002,Color Box,2021,"Drama,Sport",5.2,Anthony Nardolillo,"Raymundo, a Mexican ex-fighter forms an unlikely bond with a disgruntled man, whose life and relationship with his daughter are unraveling. The two men join forces to win a fight that could very well save Raymundo, his wife and their child."
tt12024308,Wildflower,2022,"Comedy,Drama",6.8,Matt Smukler,"After his superb driving skills were discovered, the leading actor Fujiwara takohai was constantly challenged by many drivers from other places,The plot of this film follows the TV Version, describing the decisive battle in detail."
tt12026606,How to Build a Truth Engine,2024,Documentary,7.2,Friedrich Moser,"Researchers study disinformation and conspiracies, examining technology, journalism, folklore, and neuroscience to understand how manipulating information can alter minds and reality."
tt12026686,Final Stage,2021,Animation,7.5,Tomohiko Itô,A girl navigates life with two intellectually-disabled parents and an extended family that can't quite agree on the best way to help.
tt12026722,My Special Boy,2022,Horror,5.1,"James Grim, Braden Timmons","After hiding in the mountains for a century, a Miao Christian choir is discovered by an official and becomes a national sensation. Two young Miaos must reconcile their faith, identity and love with the real world of China."
tt12029866,Doctor Who Am I,2022,Documentary,6.2,"Matthew Jacobs, Vanessa Yuille","An infamous Doctor Who screenwriter is reluctantly dragged back into the American Whoniverse, in this funny and moving documentary about finding family in the unlikeliest of places."
tt12032062,Singing in the Wilderness,2021,Documentary,8.0,Dongnan Chen,"There is no denying that Camp Crystal Lake has a dark history, one that Sean Orton is intent on ignoring. Despite being warned against returning to his childhood Camp, Sean's desire to save his family name proves to be even stronger. Sean rechristens the grounds as Camp Trinity Pointe, and with a group of friends, he attempts to rebuild it into a safe haven with no tr... Read all"
tt12032886,Body,2023,Documentary,7.2,Petra Seliskar,"In an effort to lift themselves out of their impoverished circumstances, a gang of amateur thieves decide to rob a bank."
tt12032938,Muddy,2021,"Action,Thriller",6.1,Pragabhal,"Filmed over a period of 20 years, Body is a sensitive and intimate exploration of the extraordinary life and intricate inner world of a woman who fights with her indomitable spirit to resist a series of rare auto-immune diseases."
tt12036676,In Her Name,2022,Drama,8.0,Sarah Carter,"A young woman makes an unlikely ally in a damaged stranger, who convinces her to escape her life of vice and find the child she gave away."
tt12038672,Money Back Guarantee,2023,"Action,Comedy,Thriller",5.1,Faisal Qureshi,"A dramedy about estranged sisters forced to confront the misery that has become their lives while dealing with their egomaniacal, formerly-important-artist father's descent."
tt12047620,Wait for Me,2023,Drama,8.3,Keith Farrell,"Muddy is an adventurous thrilling movie that has several breathtaking moves which was brilliantly done by our Artists without any dupe. The mud race is choreographed by the Director, Dr. Pragabhal."
tt12048234,Save the Cinema,2022,"Comedy,Drama",6.5,Sara Sugarman,"The story of Liz Evans from Carmarthen, Wales, who campaigned to save the Lyric Cinema in 1993."
tt12054842,Maybe Someday,2022,"Comedy,Drama",8.0,Michelle Ehlen,An unemployed graduate faces the dilemma of securing a government job and saving his father after the family meets a medical crisis.
tt12054850,Pratikshya,2022,Drama,8.8,Anupam Patnaik,"In the midst of separating from her wife, Jay attempts to move across the country to start her life over again as she grapples with the inevitable cycles of love, loss, and everything in between."
tt1205502,Lead Belly - The Man Who Invented Rock & Roll,2021,"Biography,Documentary,Music",8.1,Curt Hahn,"The life story of Huddie ""Lead Belly"" Ledbetter."
tt12056978,Gerda,2021,Drama,5.5,Natalya Kudryashova,"A story of a young woman whose soul remembers the metaphysical perfection it witnessed before becoming embodied. Now, against the canvas of the modern world it seems like a film defect."
tt12058156,The Sawyer Massacre,2022,"Horror,Mystery,Thriller",5.6,Steve Merlo,"On June 30th, 1965, Jimmy's friends bring him to the Texas countryside to escape city life after a terrible tragedy. In need of supplies for their cabin, they ascend to a nearby gas station where they are directed to find their supplies at an isolated farmhouse but this property is not as it seems. They soon find themselves hunted by a cannibalistic psychopath with an... Read all"
tt12063914,Once Upon a Time in Karachi,2023,"Action,Comedy,Crime",6.1,Abu Aleeha,"An atmospheric tale blurring fantasy and reality to tell the story of August, a recently disabled teenager in America's deep south. One night August sees a flash in the sky and begins having strange dreams that beckon her to a cave in the woods. Here she encounters a mysterious injured boy called ""The Traveler"", who needs her help."
tt12064258,Spaghetti Junction,2023,Fantasy,8.8,Kirby McClure,"An illegal rave organizer Jake and his crew formulate a new street drug. but soon after side effects cause problems users start experiencing hallucinations flashbacks along with violent visions, some later prove to be premonitions."
tt12067562,Stagger Special Edition Director's Cut,2021,Crime,8.6,Paul T.T. Easter,Its a comedy action revolves around the Karachi's situation.
tt12070418,Signs of Love,2022,"Drama,Romance",5.6,Clarence Fuller,"A young man struggling for a good life meets a deaf girl from a well-off nearby family, he suddenly sees hope for love, and a better life but only if he can escape the predicament of the streets and the influence of his older sister."
tt12071618,Ee Kathalo Paathralu Kalpitam,2021,"Drama,Thriller",6.3,Abhiram .M.,"The complete drama revolves around aspiring actors Krishna, Sruthi and Rihanna who are offered to prove the real story of a model named Rihanna but there is a murder linked to the story. Will they find out the truth?"
tt12071786,Kothala Rayudu,2022,Action,6.3,Sudheer Raju,"Uncover the hidden lives of the modern slaves who make our clothes. Follow their fight for justice against corruption, inequality and the fashion industry."
tt12073526,The Price of Cheap,2021,Documentary,7.7,Barry Stevens,Plot not available
tt12075908,Unconformity,2022,Drama,6.5,Jonathan DiMaio,A rock-climbing geologist who finds an unexpected friendship in the high desert.
tt12076624,Two on the Edge,2021,Drama,7.3,Yusuke Kitaguchi,Fresh look sensitivical comedy drama with humour touch in ending .in present society everybody run for money but in this movie hero run for money in trapping heroine . Finally finding what he played it return back . Comedy with dramatical touch is major asset in this Movie.
tt12077866,Buddhivantha 2,2023,Action,9.9,Jaidhev,"The hero with a violent past goes to another village and connects with a good soul. He intends to protect Dhanvantari's sacred book, fights the villain, and aims to avenge his sister's death."
tt12078076,Bhajarangi 2,2021,"Action,Fantasy",6.5,Harsha,"Otose Nishizono ages out of the orphanage system on her 18th birthday to begin a new life in her own apartment and starts her very first job at a hotel cleaning rooms. But her troubling childhood returns to spoil Otose's fresh start, forcing her to relive the past and confront long repressed traumas."
tt12078088,Mugil Pete,2021,Romance,7.5,Bharat .S. Navunda,"Karthik falls in love with Nazriya Banu, a PHD student. However, their relationship faces struggle due to the stringent practice between their religions and families. Gradually, Karthik and Nazriya decide to elope. Will it work?"
tt12078108,Mehabooba,2024,Romance,7.0,Anup Antony,"Five college film students enter a haunted forest and shoot a documentary about the half-human, half-pig creatures known as the Pig People."
tt1207972,The Pig People,2021,Horror,5.2,David Gueringer,"Two families stand at loggerheads in their ideologies. A family that has failed to understand that love plays an important role in a relationship, and the other believes that love is the elixir of any relationship? What happens when Raja and Apoorva fall in love?"
tt12083228,Two Bosses,2021,"Crime,Drama",8.4,Christian Ortiz,Jon Robert Quinn and Matt Litteral talk about their latest films and projects.
tt12086252,Maryam,2021,Thriller,9.2,Ibrahim Wisan,Two mob boss brothers are infected with COVID19 and are forced to quarantine in their loft down in Georgia. They must survive while trying to isolate and maintain their billion-dollar worldwide empire. It's business as usual.
tt12088784,Entertainment Tomorrow,2023,Talk-Show,8.7,Jon Robert Quinn,An ordinary woman's journey to dethrone an influential politician representing her constituency.
tt12089546,Safaibaaz - The Scavenger,2021,"Drama,Family",9.1,Avneesh Singh,"It's Tuesday, April 14, 2020. The world is 35 days into the COVID-19 global pandemic. In Oakville, Ontario, Canada, a community wakes up to another day of home isolation, uncertainty, boredom, financial stress, worry, procrastinating teens and an uncooperative banana bread recipe. This unique documentary features the lives of 17 groups, the footage recorded by them us... Read all"
tt12093078,One Pandemic Day,2021,Documentary,7.1,Mikelle Virey,"Safaibaaz: The Scavenger is a Hindi movie released on 2 Oct, 2021. The movie is directed by Avneesh Singh and featured Rajpal Yadav, Johnny Lever, Upasna Singh and Omkar Das Manikpuri, Anupam Shyam, Manoj Pandit as lead characters."
tt12093102,Unseen,2021,Documentary,7.2,Maia Martiniak,Plot not available
tt12093782,Sculpting the Giant,2023,Documentary,9.5,"Rheza Arden Wiguna, Banu Wirandoko","In 1990, a famed Balinese sculptor Nyoman Nuarta promised to build for Bali what would have been the largest copper and brass statue on Earth. He ended up dragging his family along into a 28-year journey ridden with crisis and sacrifice."
tt12103444,Brain Hunter: New Breed,2023,Horror,5.1,"Michelle DiBernardo, Robert Resto","Zach, a rideshare driver and family man, picks up a woman named Angelina, who says she's only visiting a friend. When Zach discovers that Angelina and her daughter are trapped in a terrible situation, he feels compelled to help."
tt12104436,This Is GWAR,2021,"Documentary,Music",7.7,Scott Barber,"Working actor Jae Kim is stalked by a demonic vision the day of a big commercial audition, but when micro-aggressions steeped in industry politics leave him in the grips of depression, he questions whether he has come to hate his dream."
tt12105660,Strangers in a Room,2023,Drama,8.2,Andre Rehal,A new breed of Brain Hunter has emerged to hunt humans for their brains in New York City. FBI agent Maxine Richards teams up with a retired detective from Wisconsin James Slant who has come face to face and battled this creature before.
tt12110220,Visiting Friends,2022,"Drama,Thriller",7.4,Glenn Garrabrant,A B-movie legend tries to reignite his career under risky circumstances.
tt12110504,Close Caption,2021,Comedy,6.6,Jaron Lockridge,"The powerful story of the most iconic heavy metal/art collective/monster band in the universe, as told by the humans who have fought to keep it alive for over thirty years."
tt12111220,Something Good Coming,2023,"Comedy,Drama,Romance",8.0,Eddie Vigil V,Veteran Gio Scuderi receives a package that sends him on a road trip to fulfill a promise and decide his fate.
tt12116082,A Place in the Field,2022,Drama,7.6,Nikki Mejia,Two grocery store workers from different districts meet and end up spending time with each other over a weekend after the store they're assigned to open in another town shuts down unexpectedly.
tt12121582,When You Finish Saving the World,2022,"Comedy,Drama",5.6,Jesse Eisenberg,"Evelyn and her oblivious son Ziggy seek out replacements for each other as Evelyn desperately tries to parent an unassuming teenager at her shelter, while Ziggy fumbles through his pursuit of a brilliant young woman at school."
tt12121586,The Party,2023,"Mystery,Romance,Thriller",8.3,Kevin Van Stevenson,"On the Friday night before Christmas, a sleepy beach town is shaken by a series of events that will lead a group of friends to a party to remember."
tt12125076,Treasure Box,2021,"Drama,Thriller",5.2,Felicia Rivers,Treasure aka Princess is Daddy's main girl that holds the house and the girls down but her past secrets haunt her as a new girl enters the house.
tt12126628,Jack Be Nimble,2022,Comedy,6.3,Steve Wollett,"Zara seems to have always had a full life on the surface but she has always felt there is something out there that's missing, till she stumbles upon her mothers Diary."
tt12132832,London Nahi Jaunga,2022,"Comedy,Drama,Romance",5.3,Nadeem Baig,"A group of tabletop gamers, living in a retirement home, come face to face with their frailty, as one of them becomes convinced that a demon is killing the residents."
tt12138574,Quaid-e-Azam Zindabad,2022,"Action,Comedy,Drama",6.2,Nabeel Qureshi,"Seven unsuspecting campers. A family riddled with a dark past. Rich patrons. The dark web. Who will come out of ""Camp Love"" alive?"
tt12138828,Camp Love,2021,Horror,8.4,Melisa Sandlin,"65-year-old Ganeshan has completely lost the zest for life after his wife's passing. But the news of his 7-year-old grandson Aadith's visit to India gives him a new lease of life. When all attempts to bond with the superhero fanatic Aadith fail, Ganeshan and his retired friends join in the madness of pretending to be a superhero league. The idea works like a charm. Li... Read all"
tt12141112,Metal Lords,2022,"Comedy,Music",6.7,Peter Sollett,Two friends try to form a heavy metal band with a cellist for a Battle of the Bands.
tt12142502,Super Senior Heroes,2022,Drama,5.4,Karthik Kumar,"Quaid-e-Azam Zindabad is a slogan near and dear to many Pakistanis. Nowadays, corruption sweeps across the nation that was once built upon on the basis of being pure and clean. Several institutions are infiltrated through bribery"
tt12142914,Hollywood Bulldogs: The Rise and Falls of the Great British Stuntman,2021,Documentary,7.3,Jon Spira,"How the British TV & Film Stunt Business started, the characters, the jobs, the glamourise jobs like the Bond films, the lows, the accidents. Superb doc. Great Characters."
tt12143990,The Re-Education of Molly Singer,2023,Comedy,5.6,Andy Palmer,"To save her job, a young lawyer must go undercover, enrolling as a freshman at her old alma mater, in order to resuscitate the well being of her Boss' terribly awkward teenage son"
tt12144262,Paloma,2022,Drama,6.9,Marcelo Gomes,A rhythm and blues superstar tries to put his life back together after losing everything.
